V;I
0.0158061116965227;1.29333034639063E-11
0.0221285563751312;3.49043650021759E-11
0.0474183350895681;1.05162424554739E-10
0.0979978925184408;2.44857379406726E-10
0.16754478398314;3.80355022626683E-10
0.325605900948367;5.09462056209512E-10
0.483667017913593;5.08475936542349E-10
0.578503688092729;4.8954771229996E-10
0.717597471022128;3.77799124463092E-10
0.793466807165438;4.37259365444231E-10
0.818756585879874;9.81648124718589E-10
0.831401475237092;1.70390848539954E-09
0.869336143308746;5.94623218507906E-09
0.907270811380401;2.6843001315288E-08
0.945205479452055;1.00824877308718E-07
0.995785036880927;4.72128385897691E-07
1.02739726027397;1.70946370173319E-06
1.08429926238145;0.0000124441382648741
1.10958904109589;0.0000348341040495354
1.14120126448894;0.000121572094756214
1.1854583772392;0.000379913120159134
1.21707060063224;0.00123189166058004
1.2550052687039;0.00446003871710091
1.31190727081138;0.016748437063444
1.36248682824025;0.0628989796000537
1.41306638566913;0.169659534341314
1.45732349841939;0.341022058147315
1.53951527924131;0.510529213618728
1.6027397260274;0.659899249658922
1.69757639620653;0.736011023448003
1.86195995785037;0.950173325044495
2.05163329820864;1.13931990972203
2.17175974710221;1.27033347037646
2.43730242360379;1.46685162713419
2.56375131717597;1.57635514117443
2.70284510010537;1.75721599974379
2.81664910432034;1.95943499705398
2.91780821917808;2.03031234601873
2.96838777660695;2.10505821627527
