TBH,I
0.3,1466.0858154296875
0.302020202020202,1360.171875
0.30404040404040406,1258.3262939453125
0.3060606060606061,1160.9232177734375
0.3080808080808081,1074.9713134765625
0.31010101010101015,999.6972045898438
0.3121212121212122,917.22021484375
0.3141414141414142,853.9507446289062
0.31616161616161625,791.1241455078125
0.3181818181818183,730.4002685546875
0.3202020202020203,671.9390258789062
0.32222222222222235,622.2258911132812
0.3242424242424244,578.9953002929688
0.3262626262626264,533.2584838867188
0.32828282828282845,491.30242919921875
0.3303030303030305,457.4959411621094
0.3323232323232325,423.4769287109375
0.33434343434343455,391.787841796875
0.3363636363636366,361.8133850097656
0.3383838383838386,334.5869445800781
0.34040404040404065,306.7322082519531
0.3424242424242427,284.66229248046875
0.3444444444444447,265.0182800292969
0.34646464646464675,244.14016723632812
0.3484848484848488,226.84104919433594
0.3505050505050508,207.88880920410156
0.35252525252525285,192.7407684326172
0.3545454545454549,178.0652618408203
0.3565656565656569,165.4705810546875
0.35858585858585895,152.625
0.360606060606061,141.51239013671875
0.362626262626263,130.39971923828125
0.36464646464646505,121.29505157470703
0.3666666666666671,111.49273681640625
0.3686868686868691,103.06944274902344
0.37070707070707115,95.43072509765625
0.3727272727272732,88.06095123291016
0.3747474747474752,81.57550048828125
0.37676767676767725,75.97157287597656
0.3787878787878793,70.06956481933594
0.3808080808080813,64.84270477294922
0.38282828282828335,59.60585021972656
0.3848484848484854,55.3195915222168
0.3868686868686874,51.38457107543945
0.38888888888888945,47.55498123168945
0.3909090909090915,43.866371154785156
0.3929292929292935,40.24247741699219
0.39494949494949555,37.48571014404297
0.3969696969696976,34.50994110107422
0.3989898989898996,32.20114517211914
0.40101010101010165,29.57895851135254
0.4030303030303037,27.587194442749023
0.4050505050505057,25.465438842773438
0.40707070707070775,23.534971237182617
0.4090909090909098,21.846637725830078
0.4111111111111118,20.032690048217773
0.41313131313131385,18.52532958984375
0.4151515151515159,17.16619110107422
0.4171717171717179,15.827204704284668
0.41919191919191995,14.751350402832031
0.421212121212122,13.491661071777344
0.423232323232324,12.520148277282715
0.42525252525252605,11.577079772949219
0.4272727272727281,10.79172134399414
0.4292929292929301,10.013406753540039
0.43131313131313215,10.789360046386719
0.4333333333333342,10.348158836364746
0.4353535353535362,10.335578918457031
0.43737373737373825,10.480355262756348
0.4393939393939403,10.44388484954834
0.4414141414141423,10.30410099029541
0.44343434343434435,10.300220489501953
0.4454545454545464,10.044047355651855
0.4474747474747484,10.29089069366455
0.44949494949495045,10.3146390914917
0.4515151515151525,10.453716278076172
0.4535353535353545,9.98259162902832
0.45555555555555655,9.98844051361084
0.4575757575757586,10.614917755126953
0.4595959595959606,10.106393814086914
0.46161616161616265,10.292195320129395
0.4636363636363647,10.431758880615234
0.4656565656565667,10.09152603149414
0.46767676767676875,10.119873046875
0.4696969696969708,10.405356407165527
0.4717171717171728,10.433699607849121
0.47373737373737485,10.253557205200195
0.4757575757575769,9.964335441589355
0.4777777777777789,10.379793167114258
0.47979797979798094,10.080665588378906
0.481818181818183,10.36578369140625
0.483838383838385,10.042813301086426
0.48585858585858704,9.900434494018555
0.4878787878787891,10.20799446105957
0.4898989898989911,9.87590503692627
0.49191919191919314,9.87160873413086
0.4939393939393952,10.457531929016113
0.4959595959595972,10.002004623413086
0.49797979797979924,10.030726432800293
0.5000000000000012,10.130435943603516
